Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
351,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,37-014,1984,4.2,1,2,2,100.0,0.48,0.48,0.50,0.50,7.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
352,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Watford,32-051,1989,4.8,0,3,2,66.7,0.63,0.42,0.00,0.00,21.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
353,Oliver Skipp\Oliver-Skipp,eng ENG,MF,Tottenham,21-020,2000,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
354,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MFFW,Arsenal,21-070,2000,6.0,1,9,6,66.7,1.51,1.01,0.11,0.17,14.4,0,0,0,1.2,1.2,0.14,-0.2,-0.2,Matches
355,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,30-036,1991,2.1,0,1,0,0.0,0.48,0.00,0.00,,22.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
356,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,26-221,1995,7.0,1,15,3,20.0,2.14,0.43,0.07,0.33,13.6,0,0,0,1.2,0.8,0.06,-0.2,+0.2,Matches
357,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Leicester City,22-221,1999,2.3,0,2,1,50.0,0.88,0.44,0.00,0.00,14.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
358,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,25-136,1996,7.0,0,1,0,0.0,0.14,0.00,0.00,,6.0,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
359,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,29-013,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
360,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,27-252,1994,4.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
361,Raheem Sterling\Raheem-Sterling,eng ENG,FWMF,Manchester City,26-302,1994,3.1,1,12,4,33.3,3.88,1.29,0.08,0.25,12.9,0,0,0,1.6,1.6,0.13,-0.6,-0.6,Matches
362,Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,22-056,1999,3.3,0,1,0,0.0,0.30,0.00,0.00,,8.5,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
363,Crysencio Summerville\Crysencio-Summerville,nl NED,MFDF,Leeds United,19-341,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
364,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,22-189,1999,4.0,0,2,1,50.0,0.49,0.25,0.00,0.00,6.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
365,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,26-018,1995,5.2,0,2,0,0.0,0.39,0.00,0.00,,7.9,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches
366,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,28-321,1992,7.0,1,7,2,28.6,1.00,0.29,0.14,0.50,8.6,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
367,Nuno Tavares\Nuno-Tavares,pt POR,DFFW,Arsenal,21-253,2000,0.6,0,2,0,0.0,3.53,0.00,0.00,,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
368,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,28-018,1993,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
369,Nathan Tella\Nathan-Tella,eng ENG,MFFW,Southampton,22-093,1999,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
370,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,20-118,2001,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
371,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,24-152,1997,7.0,1,15,3,20.0,2.14,0.43,0.07,0.33,23.2,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
372,Kieran Tierney\Kieran-Tierney,sct SCO,DF,Arsenal,24-123,1997,6.6,0,6,1,16.7,0.91,0.15,0.00,0.00,24.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
